Data:          2021-10-02_12_30_45
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      0
Quedas:        9

cris:          09057 pontos / 105 golpes / 65.46 km/h
bida:          09841 pontos / 120 golpes / 63.69 km/h

Parcial:       18898 pontos
Desequilibrio: 00000 (-)
Quedas:        02268 (-)

FINAL:         16630 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
103807   ->   066
104276   <-   047
104832   ->   050
105428   <-   044
106023   ->   056
107261   ->   064
107756   <-   037
108375   ->   074
108813   <-   051
109431   ->   076
110637   ->   076
111937   ->   065
112361   <-   050
112910   ->   074
113254   <-   052
113961   ->   057
114387   <-   044
114810   <-   037
115152   ->   050
115747   <-   043
116536   ->   037
118121   ->   073
118541   <-   049
119109   ->   065
119485   <-   049
120128   ->   063
120533   <-   048
121170   ->   047
123238   <-   038
123968   ->   070
124331   <-   056
124933   ->   076
125656   <-   038
126055   ->   052
126605   <-   036
127309   ->   038
128845   ->   037
129548   <-   038
131839   ->   036
132628   <-   063
134115   <-   038
134787   ->   042
135553   <-   038
139775   ->   043
140504   <-   064
140927   ->   041
141475   <-   065
141952   ->   045
142439   <-   065
142844   ->   036
143528   <-   069
144708   <-   066
145082   ->   045
145637   <-   044
146320   ->   042
146860   <-   070
147324   ->   046
147876   <-   058
149289   <-   050
151399   ->   036
152038   <-   064
152469   ->   038
153131   <-   066
153575   ->   045
154086   <-   060
154606   ->   041
155205   <-   057
156516   <-   041
157178   ->   040
157821   <-   073
158212   ->   039
158882   <-   062
159274   ->   043
159870   <-   074
160297   ->   041
162429   <-   057
165690   <-   038
166415   ->   063
166846   <-   048
167424   ->   044
168019   <-   053
168657   ->   073
169000   <-   049
169640   ->   074
170023   <-   039
170768   ->   070
171108   <-   052


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
183533   <-   045
184100   ->   071
184486   <-   049
185168   ->   062
185680   <-   046
186236   ->   073
186665   <-   050
187200   ->   066
187875   <-   048
188175   ->   061
190866   ->   067
191273   <-   049
191912   ->   050
192548   <-   045
193146   ->   069
193620   <-   044
194147   ->   041
194918   <-   038
195560   ->   069
195940   <-   046
196706   ->   063
197179   <-   048
197866   ->   055
198336   <-   045
199059   ->   053
201208   <-   044
201856   ->   047
203266   ->   072
203603   <-   041
205137   <-   039
205909   ->   076
206243   <-   045
206946   ->   038
207633   <-   040
207972   <-   038
208272   ->   076
210512   <-   038
211172   ->   040
211981   <-   042
212579   ->   036
213306   <-   063


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
229501   ->   045
230123   <-   050
231532   <-   067
231972   ->   044
232530   <-   067
232956   ->   042
233679   <-   073
234156   ->   043
234641   <-   039
235407   ->   040
236046   <-   071
236476   ->   047
236991   <-   060
237541   ->   036
238607   <-   050
238778   ->   044
239374   <-   062
239942   ->   039
240534   <-   067
240966   ->   039
242086   ->   041
243156   ->   040
243705   <-   070
244093   ->   042
244864   <-   068
245289   ->   042
245884   <-   064
246310   ->   041
246869   <-   068
247336   ->   044
247891   <-   073
248312   ->   045
248870   <-   070
249257   ->   043
249806   <-   073
250239   ->   039
250885   <-   072
252045   <-   070
252406   ->   041
253160   <-   044
253712   ->   039
254413   <-   069
254824   ->   040
255468   <-   044
256141   ->   036


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
272235   ->   066
272721   <-   042
273342   ->   051
273900   <-   042
274658   ->   068
275137   <-   041


SEQUÊNCIA 05
============

TEMPO   DIR   KMH
-----   ---   ---
282636   ->   069
283069   <-   056
283518   ->   062
284603   ->   051
285244   <-   042
285929   ->   057
286355   <-   041
287011   ->   067
287485   <-   047
288062   ->   067
288490   <-   050
289037   ->   073
