Data:          2021-10-02_10_50_47
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      1
Quedas:        11

douglas:       10537 pontos / 112 golpes / 68.31 km/h
simone:        09512 pontos / 114 golpes / 64.31 km/h

Parcial:       20049 pontos
Desequilibrio: 00000 (-)
Quedas:        03609 (-)

FINAL:         16440 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
038315   <-   057
039464   <-   057
040018   ->   039
040618   <-   063
041109   ->   047
041675   <-   065
042017   ->   040
042787   <-   044
043474   ->   043
043961   <-   072
045285   <-   041
046142   ->   037
046613   <-   072
048147   ->   047


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
063056   ->   047
063715   <-   053
065890   <-   066
071724   ->   058
072145   <-   046
072827   ->   051
073250   <-   041
073979   ->   064
074369   <-   044
074987   ->   067
075413   <-   040
076113   ->   076
076453   <-   047
077048   ->   075
077441   <-   039
078178   ->   069
078565   <-   047
079128   ->   071
079528   <-   040
080251   ->   070
080589   <-   044
081229   ->   071
081614   <-   049
082173   ->   075
082552   <-   048
083178   ->   069
083510   <-   044
084197   ->   073
084547   <-   044
085180   ->   076
085517   <-   045
086214   ->   077
086546   <-   045
087183   ->   070
087531   <-   048
088122   ->   075
088466   <-   039
089145   ->   073
089534   <-   045
090175   ->   071
090551   <-   047


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
106679   <-   057
107278   ->   045
107729   <-   061
109222   ->   046
109676   <-   071
110394   ->   045
111296   ->   045
112351   ->   046


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
129772   <-   057
130328   ->   042
130897   <-   062
131914   <-   067
132309   ->   048
133860   <-   052
140949   <-   067
141415   ->   050
141886   <-   064
142822   <-   067
144446   ->   035
144918   <-   036
145701   ->   067
146086   <-   044
146704   ->   076
147083   <-   038
147835   ->   074
148213   <-   043
148861   ->   071


SEQUÊNCIA 05
============

TEMPO   DIR   KMH
-----   ---   ---
174477   <-   055
176014   <-   041
176705   ->   045
177253   <-   064
179138   <-   057
179781   ->   045
181156   <-   073
181877   ->   047
182101   <-   071
182502   ->   045
183113   <-   049
185578   ->   036
186344   <-   043
187777   <-   064
188322   ->   044
188787   <-   070
189262   ->   050
189721   <-   074
190182   ->   041
190739   <-   067
191365   ->   039
191781   <-   073
192321   ->   050
192727   <-   070
193231   ->   051
193651   <-   066
194202   ->   049
194616   <-   054
195181   ->   046
196710   ->   066
198245   ->   066


SEQUÊNCIA 06
============

TEMPO   DIR   KMH
-----   ---   ---
218471   ->   049
218982   <-   043
219642   ->   068
220036   <-   042
220714   ->   072
221053   <-   047
221738   ->   075
222245   <-   039
222863   ->   070
223166   <-   043
223840   ->   074
224274   <-   041
224882   ->   072
225346   <-   042
225865   ->   066
226238   <-   044
226960   ->   074
227304   <-   047
227942   ->   076
228286   <-   051
228948   ->   074


SEQUÊNCIA 07
============

TEMPO   DIR   KMH
-----   ---   ---
266680   <-   063
268945   <-   050
270181   <-   063
271823   ->   046
272116   <-   061
273580   ->   045
274079   <-   035
275079   ->   037
276248   ->   045
278696   <-   072
279208   ->   044
279610   <-   065


SEQUÊNCIA 08
============

TEMPO   DIR   KMH
-----   ---   ---
351520   <-   053
352171   ->   040
352650   <-   064
353167   ->   046
354723   ->   045
355253   <-   073
355711   ->   050
356215   <-   071
356558   ->   052
357083   <-   043
358010   ->   045
358310   <-   074


SEQUÊNCIA 09
============

TEMPO   DIR   KMH
-----   ---   ---
381152   <-   060
381673   ->   043
382266   <-   065
382823   ->   046
383284   <-   068
383740   ->   048
384314   <-   043
385978   <-   038
386619   ->   049
387084   <-   041
387849   ->   063
388241   <-   045
389025   ->   057
389450   <-   043
390116   ->   069
390508   <-   040
391223   ->   050
391783   <-   042
392449   ->   071
392830   <-   049
393423   ->   050
393935   <-   041
394678   ->   071
395005   <-   050
395618   ->   069
395945   <-   043
396604   ->   076
396944   <-   047
397581   ->   071
397919   <-   048
398518   ->   074
398860   <-   048
399458   ->   076
399802   <-   046
400448   ->   075
400782   <-   043
401418   ->   065
401850   <-   044
402540   ->   077
402844   <-   047
403476   ->   077
403810   <-   035
404622   ->   070
405010   <-   050
405625   ->   073
405950   <-   048
406543   ->   071
406883   <-   047
407517   ->   076
407843   <-   041
408580   ->   074
409820   ->   076
410147   <-   046
410786   ->   071
411131   <-   044
411843   ->   068
412176   <-   049
414455   ->   040
415048   <-   070
415622   ->   042
416103   <-   070
416573   ->   050
417043   <-   067
417599   ->   049
418018   <-   072
418618   ->   043
419001   <-   063
419560   ->   047
420023   <-   071
420551   ->   042
421014   <-   075
421477   ->   047
421969   <-   059
422514   ->   045
423076   <-   069
423590   ->   050
424017   <-   072
424743   ->   041
425042   <-   050
425598   ->   038
426278   <-   038
427075   ->   066
427450   <-   045
428134   ->   072
428476   <-   046
429111   ->   071
429452   <-   047
430049   ->   070
430441   <-   042
431116   ->   068
431504   <-   038
434043   ->   068
434426   <-   048
435070   ->   067
435446   <-   046
436048   ->   073
436436   <-   045
437035   ->   073
437371   <-   048
437990   ->   077
438331   <-   044
438973   ->   070
439350   <-   040
440953   <-   048
441655   ->   043
442171   <-   072
442652   ->   036


SEQUÊNCIA 10
============

TEMPO   DIR   KMH
-----   ---   ---
485413   <-   052
485946   ->   048
486517   <-   054
488141   ->   035
489762   ->   037
490344   <-   055
490945   ->   048
491389   <-   072
491853   ->   045
492364   <-   072
493007   ->   049
493262   <-   070
493908   ->   050
494157   <-   073
494674   ->   045
495150   <-   061
495577   ->   045
496228   <-   070
496696   ->   048
497170   <-   074
497593   ->   047
498106   <-   078
498549   ->   044
499085   <-   080
499553   ->   042
500879   ->   036
501139   <-   066
501560   ->   040
502206   <-   036
503039   ->   050
503543   <-   040
504273   ->   070
504654   <-   045
505292   ->   074
505640   <-   042
506302   ->   070
506676   <-   040
507409   ->   071
507747   <-   047
508371   ->   071
512229   <-   051
512851   ->   045
513313   <-   073
513783   ->   049
514277   <-   069
514705   ->   049
515176   <-   062
515689   ->   046
516206   <-   050
516841   ->   044
517348   <-   072
517752   ->   038
518511   <-   051
521043   ->   036
522918   ->   035
523681   <-   037
524492   ->   068
524881   <-   043
525540   ->   075
525867   <-   045
526504   ->   068
526882   <-   051
527443   ->   072
527828   <-   046
528443   ->   072
529678   ->   070
530016   <-   048
531492   <-   044
532175   ->   041
532808   <-   066
533543   ->   043
533751   <-   058
534268   ->   046
534820   <-   064
535378   ->   040
535893   <-   070
536323   ->   044
536913   <-   068
537421   ->   039
537934   <-   037
538679   ->   074
539073   <-   043
539714   ->   073
540090   <-   045
540692   ->   078
541042   <-   049
541620   ->   074
541974   <-   046
542588   ->   074
542974   <-   047
543518   ->   062
543949   <-   044
546421   ->   040
546894   <-   076
547319   ->   042
547917   <-   046
548605   ->   041
549247   <-   074
549751   ->   048
550179   <-   064
550652   ->   042
551248   <-   080
552404   <-   065
552848   ->   044
553440   <-   045
554174   ->   040
554768   <-   076


SEQUÊNCIA 11
============

TEMPO   DIR   KMH
-----   ---   ---
665122   <-   057
665619   ->   045
666173   <-   063
666694   ->   048
667212   <-   061
667646   ->   048
668136   <-   054
668684   ->   047
669244   <-   061
669673   ->   045
670192   <-   054
670799   ->   045
671287   <-   069
671785   ->   042
672382   <-   066
672822   ->   044
673293   <-   069
673719   ->   037
674411   <-   047
675801   <-   038
676609   ->   059
676991   <-   041
677678   ->   068
678029   <-   042
678709   ->   069
679056   <-   047
679693   ->   073
680009   <-   046
680653   ->   071
681002   <-   042
681682   ->   073
682050   <-   041
682720   ->   072
683067   <-   045
683843   ->   058
684261   <-   036
685917   <-   047
686588   ->   042
687096   <-   069
687591   ->   044
688084   <-   066
688586   ->   046
689081   <-   059
689640   ->   045
690109   <-   069
690533   ->   045
691089   <-   063
691563   ->   048
692028   <-   072
692534   ->   043
693079   <-   064
693541   ->   042
694120   <-   037
694891   ->   068
695270   <-   049
695866   ->   064
696247   <-   042
696933   ->   073
697316   <-   045
697941   ->   074
698278   <-   044
698913   ->   063


SEQUÊNCIA 12
============

TEMPO   DIR   KMH
-----   ---   ---
718687   <-   059
719254   ->   046
719716   <-   062
720517   ->   040
720793   <-   061
721278   ->   047
721832   <-   069
722257   ->   045
722824   <-   064
723243   ->   046
724608   ->   035
725201   <-   072
725670   ->   048
726142   <-   048
726785   ->   045
727333   <-   071
727719   ->   048
728275   <-   049
728917   ->   046
729443   <-   052
730085   ->   042
730596   <-   053
731237   ->   041
731751   <-   039
732519   ->   061
732946   <-   047
733542   ->   065
733975   <-   044
734633   ->   068
734994   <-   046
735591   ->   069
736781   ->   067
737151   <-   047
737770   ->   074
738131   <-   048



