Data:          2021-10-02_11_51_54
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      0
Quedas:        20

patricia:      08551 pontos / 106 golpes / 63.40 km/h
didi:          09016 pontos / 112 golpes / 62.75 km/h

Parcial:       17567 pontos
Desequilibrio: 00000 (-)
Quedas:        07906 (-)

FINAL:         09661 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
154350   ->   057
154823   <-   049
155500   ->   064
155930   <-   043
157080   <-   049
157595   ->   068
157978   <-   050
158573   ->   050
159215   <-   050
159770   ->   038
160878   ->   038
161627   <-   047
162115   ->   039
162885   <-   066
163265   ->   038
164015   <-   064
164440   ->   041
165082   <-   073
166295   <-   070
166680   ->   048
167235   <-   072
167606   ->   037
168410   <-   074
168750   ->   045


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
187740   ->   058
189015   ->   051
189355   <-   049
190040   ->   066
190380   <-   056
190980   ->   067
191360   <-   056
191915   ->   070
192280   <-   057
192835   ->   056


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
201325   ->   056
201880   <-   045
202435   ->   063
202910   <-   048
203455   ->   067
203800   <-   058
204355   ->   069
204740   <-   051
205290   ->   064
205720   <-   051
206275   ->   066
206682   <-   048
207280   ->   070
208258   ->   065
208601   <-   057
209327   ->   066
209835   <-   035
211204   <-   040
213044   ->   041
214149   ->   047
214666   <-   072
215960   <-   076
216324   ->   039
217011   <-   067
217477   ->   040
218075   <-   055
218610   ->   038
219330   <-   071
219761   ->   037
220420   <-   076
220805   ->   049
221380   <-   062
221844   ->   049
222360   <-   046
225005   ->   038
225606   <-   046
226296   ->   039
227014   <-   041
227694   ->   054
228211   <-   042
228870   ->   068
229253   <-   046
229850   ->   063
230255   <-   044
230915   ->   040
231470   <-   046


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
253742   ->   058
254126   <-   053
254765   ->   061
255150   <-   052
255880   ->   061
256263   <-   035
256925   ->   064
257325   <-   040
258050   ->   058
258480   <-   046
259101   ->   041
259800   <-   046
260314   ->   064
260720   <-   054
261360   ->   065
262555   ->   049
262813   <-   054
263390   ->   072
264365   ->   037
265260   <-   047
266628   <-   068
266995   ->   039
267715   <-   071
268015   ->   043
269210   ->   037
269895   <-   071
270980   <-   040
271640   ->   038
272325   <-   043
273093   ->   060
273525   <-   044
276265   ->   048
277890   ->   060


SEQUÊNCIA 05
============

TEMPO   DIR   KMH
-----   ---   ---
297750   ->   066
298135   <-   057
298716   ->   059
299178   <-   048
299867   ->   067
300228   <-   045
300866   ->   038
301208   ->   037


SEQUÊNCIA 06
============

TEMPO   DIR   KMH
-----   ---   ---
312390   ->   055
312900   <-   048
313495   ->   066


SEQUÊNCIA 07
============

TEMPO   DIR   KMH
-----   ---   ---
327744   <-   060
328260   ->   042
331330   ->   050
331820   <-   061
332335   ->   036
333185   <-   069
333570   ->   039
334255   <-   045
334895   ->   038
335960   ->   044
336600   <-   066
337285   ->   040
337625   <-   079
337965   ->   040
338776   <-   081
339120   ->   042
339760   <-   042
340505   ->   042
341145   <-   052
341740   ->   041
342510   <-   041
343060   ->   066
343450   <-   055
344050   ->   068
344430   <-   050
345070   ->   041
345795   <-   046
346390   ->   066
346985   <-   044
348765   ->   048
349335   <-   062
349740   ->   035
350530   <-   042
351170   ->   069
351535   <-   050
352130   ->   045
352790   <-   050
353345   ->   042


SEQUÊNCIA 08
============

TEMPO   DIR   KMH
-----   ---   ---
367085   <-   064
367470   ->   039
368585   ->   035
369670   ->   043
370290   <-   076
370715   ->   051
371650   ->   041
372290   <-   061
372695   ->   041
373335   <-   054
373890   ->   035
375085   ->   049
375624   <-   071
376090   ->   044
376750   <-   055
377195   ->   040
377965   <-   080
379285   <-   038
380525   <-   041
381185   ->   052
381720   <-   040
382425   ->   066
382805   <-   042
383500   ->   066
383855   <-   050
384500   ->   052
