Data:          2021-10-02_16_03_13
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      8
Quedas:        20

nunes:         13852 pontos / 148 golpes / 67.10 km/h
ph:            14423 pontos / 148 golpes / 68.60 km/h

Parcial:       28275 pontos
Desequilibrio: 00000 (-)
Quedas:        12724 (-)

FINAL:         15551 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
029636   <-   071
030066   ->   045
030766   <-   070
031236   ->   050
031751   <-   083
032261   ->   053
032726   <-   071
033201   ->   047
033841   <-   077
034266   ->   048
034926   <-   082
035376   ->   053
035951   <-   082
036291   ->   047
036936   <-   079
037401   ->   046
038041   <-   079
038506   ->   044
039146   <-   080
039556   ->   049
040196   <-   055
040861   ->   048
041371   <-   082
041876   ->   055
042346   <-   081
042796   ->   049
043376   <-   082
043846   ->   055
044316   <-   084
044741   ->   052
045296   <-   079
045786   ->   056
046256   <-   074
046746   ->   041
047431   <-   047
048196   ->   037
048924   <-   044
049736   ->   080
050116   <-   057
050716   ->   081
051096   <-   052
051761   ->   081


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
066586   <-   071
067136   ->   046
067656   <-   080
068081   ->   047
068826   <-   047
069596   ->   046
070206   <-   080
070637   ->   054
071146   <-   086
071666   ->   045
072256   <-   085
072731   ->   051
073216   <-   084
073706   ->   053
074181   <-   074
074611   ->   041
075416   <-   043
076166   ->   085
076531   <-   044
077276   ->   055
077916   <-   039
078766   ->   077
079181   <-   049
079896   ->   054
080536   <-   049
081266   ->   051
081847   <-   050
082566   ->   042
083249   <-   038
083756   <-   035
084101   ->   082
084676   <-   039
085341   ->   075
085766   <-   053
086406   ->   083
086746   <-   052
087454   ->   083
087786   <-   048
088776   ->   069
088946   <-   052
089869   ->   080
090161   <-   048
090971   ->   064
091356   <-   037
092336   ->   048
093106   <-   042
093996   ->   047
094466   <-   084
094896   ->   053
095446   <-   077
095916   ->   057
096346   <-   050
097201   ->   048
097666   <-   083
098096   ->   044
098781   <-   077
099291   ->   038


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
116146   <-   075
116616   ->   044
117296   <-   074
117896   ->   052
118361   <-   073
119046   ->   047
119426   <-   083
119816   ->   044
122246   <-   048
122886   ->   079
123286   <-   056
123887   ->   079
124316   <-   048


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
138546   <-   070
138971   ->   047
139591   <-   067
140266   ->   048
140656   <-   077
141166   ->   054
141616   <-   073


SEQUÊNCIA 05
============

TEMPO   DIR   KMH
-----   ---   ---


SEQUÊNCIA 06
============

TEMPO   DIR   KMH
-----   ---   ---
164851   ->   054
165766   <-   043
166106   ->   080
166766   <-   050
167066   ->   077
167496   <-   050
168243   ->   075
168706   <-   048
169306   ->   057
169906   <-   051
170586   ->   063
171101   <-   037
171996   ->   062
172636   <-   035
173566   ->   060
175296   ->   053
175941   <-   041
176706   ->   068


SEQUÊNCIA 07
============

TEMPO   DIR   KMH
-----   ---   ---
187886   ->   053
188436   <-   049
188826   <-   045
189126   ->   080
189511   <-   052
190146   ->   057
190676   <-   051
191406   ->   086
191706   <-   056
192386   ->   062
192881   <-   054
193266   <-   045
193651   ->   091
193946   <-   055
194651   ->   059
195166   <-   050
195826   ->   051
197426   ->   084
197786   <-   050
198471   ->   086
198806   <-   044
199581   ->   053
200156   <-   046
200896   ->   084
201236   <-   041


SEQUÊNCIA 08
============

TEMPO   DIR   KMH
-----   ---   ---
224716   <-   077
225161   ->   050
225881   <-   065
226396   ->   050
226988   <-   078
227626   ->   052
227887   <-   070
228636   ->   047
228976   <-   080
229506   ->   048
230021   <-   083
230621   ->   047
231066   <-   045
231836   ->   071
232276   <-   052
232966   ->   035


SEQUÊNCIA 09
============

TEMPO   DIR   KMH
-----   ---   ---
242546   ->   055
243056   <-   048
243566   <-   040
243866   ->   076
244251   <-   058
244976   ->   048


SEQUÊNCIA 10
============

TEMPO   DIR   KMH
-----   ---   ---
251976   ->   055
252531   <-   053
253276   ->   078
253661   <-   044
254446   ->   082
254781   <-   050
255496   ->   084
255836   <-   052
256596   ->   087
256946   <-   050
257626   ->   077
258056   <-   051
258756   ->   087
259461   <-   043
259886   ->   080
260266   <-   050


SEQUÊNCIA 11
============

TEMPO   DIR   KMH
-----   ---   ---
275421   ->   054
275971   <-   046
276741   ->   076
277126   <-   055
277936   ->   074
278361   <-   050
279046   ->   080
279431   <-   052
280106   ->   075
280556   <-   051
281196   ->   079
281671   <-   051
282333   ->   086
282716   <-   045
283396   ->   050
283996   <-   050
284721   ->   080
285086   <-   047
285806   ->   087
286176   <-   046
286896   ->   045
287581   <-   063
288176   ->   045
288746   <-   076
289176   ->   048
289856   <-   053
290546   ->   049
291076   <-   051
292786   <-   060
293426   ->   044
294021   <-   081
294536   ->   050
294996   <-   082
295516   ->   055
295986   <-   070


SEQUÊNCIA 12
============

TEMPO   DIR   KMH
-----   ---   ---
309356   ->   049
310386   <-   045
310706   ->   075
311131   <-   042


SEQUÊNCIA 13
============

TEMPO   DIR   KMH
-----   ---   ---
324531   ->   053
325076   <-   051
325746   ->   075
326166   <-   044
326956   ->   045
327636   <-   044
328456   ->   070
328876   <-   048
329586   ->   044
330286   <-   053
331006   ->   085
331376   <-   053
332081   ->   077
333146   ->   043
333916   <-   047
334706   ->   079
335131   <-   045
335876   ->   081
336306   <-   041
337201   ->   057
339796   <-   037
340656   ->   037
341681   <-   041
344126   ->   045
344686   <-   078
345501   ->   038


SEQUÊNCIA 14
============

TEMPO   DIR   KMH
-----   ---   ---
436186   <-   071
436825   ->   051
437255   <-   081
437981   ->   050
438355   <-   077
438706   ->   052
439276   <-   077
439751   ->   054
440176   <-   083
440601   ->   050
441286   <-   077
441757   ->   050
442306   <-   052
443076   ->   050
443566   <-   074
444036   ->   047
444551   <-   072
445061   ->   049
445596   <-   078
446021   ->   052
446681   <-   079
447111   ->   048
447751   <-   081
448221   ->   040
448901   <-   083
449371   ->   054
449876   <-   081
450346   ->   053
450866   <-   088
451291   ->   049
451867   <-   081
452380   ->   051
452886   <-   082
453316   ->   049
453955   <-   071
454386   ->   050
454916   <-   086
455346   ->   047
455901   <-   049
456625   ->   039
457391   <-   047
458116   ->   083
458496   <-   041
459426   ->   068
459866   <-   045
460676   ->   078
461056   <-   050
461826   ->   042
462490   <-   080
462960   ->   052
463516   <-   079
464066   ->   053
464495   <-   081
464916   ->   046
465516   <-   082
465946   ->   043
466666   <-   086
467140   ->   039
467866   <-   086


SEQUÊNCIA 15
============

TEMPO   DIR   KMH
-----   ---   ---
487920   ->   053
488389   <-   053
489135   ->   070
489556   <-   056
490246   ->   078
490636   <-   046


SEQUÊNCIA 16
============

TEMPO   DIR   KMH
-----   ---   ---
505221   ->   054
506776   ->   040
507331   <-   051


SEQUÊNCIA 17
============

TEMPO   DIR   KMH
-----   ---   ---
521945   ->   054
522476   <-   045
523246   ->   079
523585   <-   054
524230   ->   075
524995   <-   050
525296   ->   086
525680   <-   053
526020   <-   049
526355   ->   080
526746   <-   049
527486   ->   089
527815   <-   051
528540   ->   086
528876   <-   050
529555   ->   089
529946   <-   050
531115   <-   041
532016   ->   068
532486   <-   048
533191   ->   078
533616   <-   049
534321   ->   089
534656   <-   044
535476   ->   084
535856   <-   046
537366   <-   038
538031   ->   044
538795   <-   080
539356   ->   047
539890   <-   089
540321   ->   054
540885   <-   059
541506   ->   053
542021   <-   083


SEQUÊNCIA 18
============

TEMPO   DIR   KMH
-----   ---   ---
555396   ->   048
555996   <-   048
556715   ->   076


SEQUÊNCIA 19
============

TEMPO   DIR   KMH
-----   ---   ---
568751   ->   048
569476   <-   048
570115   ->   074
570495   <-   056
571270   ->   077
571826   <-   047
572381   ->   082
572830   <-   044
573551   ->   081
573916   <-   047
574681   ->   080
576090   ->   041
576861   <-   071
577326   ->   043
578095   <-   072
578565   ->   052
579226   <-   080
579911   ->   048
580245   <-   073
580756   ->   053
581245   <-   083
581715   ->   048
582300   <-   086
582726   ->   046
583336   <-   083
583855   ->   053
584325   <-   085
584835   ->   054
585266   <-   084
585686   ->   045
586460   <-   082


SEQUÊNCIA 20
============

TEMPO   DIR   KMH
-----   ---   ---
600006   ->   047
601025   <-   044
601325   ->   078
601705   <-   053
602455   ->   051
603101   <-   048
603801   ->   078
604188   <-   048
604925   ->   084
605275   <-   057
605915   ->   049
606555   <-   045
607301   ->   053
608025   <-   044
608746   ->   080
609136   <-   050
609820   ->   074
610665   <-   038
611136   ->   082
611476   <-   048
612230   ->   038
612996   <-   051
613680   ->   042
614406   <-   082
614996   ->   050
615470   <-   076
615920   ->   046
616598   <-   041
617456   ->   041
618046   <-   080
618520   ->   048
619120   <-   082
619676   ->   050
620205   <-   046
621040   ->   047
621595   <-   082
622150   ->   054
622575   <-   087
623004   ->   047
623686   <-   079
624195   ->   052
624665   <-   084
625180   ->   054
625706   <-   080
626176   ->   050
626735   <-   083
627207   ->   044
627926   <-   083
628321   ->   044
629105   <-   058
629715   ->   045
630491   <-   050
631166   ->   076
631556   <-   055
632156   ->   077
632580   <-   051
633305   ->   090
633651   <-   037
634585   ->   089
634925   <-   043
635716   ->   037
636565   <-   040
637341   ->   043
638166   <-   080



