Data:          2021-10-03_09_28_27
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      0
Quedas:        16

diana:         08426 pontos / 105 golpes / 63.36 km/h
diego:         07111 pontos / 087 golpes / 63.82 km/h

Parcial:       15537 pontos
Desequilibrio: 00000 (-)
Quedas:        05128 (-)

FINAL:         10409 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
130550   ->   058
130925   <-   036
131660   ->   042
133145   ->   063
133495   <-   039
134235   ->   064
135005   <-   036
135475   ->   039
136865   ->   038
137545   <-   041
138015   <-   037
138315   ->   060
138675   <-   044
139355   ->   064
140640   ->   038
142135   ->   063


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
155255   ->   047
156745   ->   059
157175   <-   048
157855   ->   057


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
173450   <-   057
174090   ->   041
174595   <-   057
175200   ->   044
175665   <-   061
176095   ->   039
176435   ->   037
176735   <-   072
180295   <-   060
180940   ->   044
181365   <-   061
181790   ->   043
182430   <-   062
183115   ->   044
183500   <-   063
183945   ->   039
184325   ->   036
184645   <-   066
185120   ->   044
185760   <-   064
186415   ->   044
186890   <-   059
187510   ->   044
187850   <-   053
188615   ->   039
189045   <-   060
189895   ->   042
190175   <-   069
190795   ->   043
191286   <-   062
191945   ->   048
192305   <-   065
193715   <-   060
194605   ->   042
194975   <-   057
197665   ->   058
198535   <-   037
198835   ->   057
199305   <-   035
200195   ->   050
200625   <-   037
201395   ->   062
201775   <-   039
202505   ->   061
202893   <-   042
203615   ->   065
204855   ->   061
206090   ->   036
206835   <-   057
207385   ->   043
207990   <-   064
208500   ->   047
209005   <-   067
209435   ->   043
210145   <-   070
210730   ->   045
211145   <-   064
211835   ->   039
212295   <-   047
214745   ->   060
215155   <-   038


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
232515   ->   062
232905   <-   047
233625   ->   053
234145   <-   044
234565   <-   041
234825   ->   059
235615   <-   040
235955   ->   066
236335   <-   049
236655   <-   041
236995   ->   041
238535   ->   063


SEQUÊNCIA 05
============

TEMPO   DIR   KMH
-----   ---   ---
252145   ->   062
252575   <-   047
253315   ->   061
253705   <-   042
254095   <-   038
254445   ->   067
254835   <-   040
255685   ->   066
256026   <-   045
256685   ->   066
257075   <-   039
257845   ->   061
259145   ->   066
259531   <-   043
260205   ->   067
260615   <-   041
261365   ->   067
261750   <-   044
262431   ->   060


SEQUÊNCIA 06
============

TEMPO   DIR   KMH
-----   ---   ---
274975   ->   059
275395   <-   042
276020   ->   070
276470   <-   037
277955   <-   038
278795   ->   064
279135   <-   052
279495   <-   043
279846   ->   067
280195   <-   041
280575   <-   038
280950   ->   070
281290   <-   045
281675   <-   037
282055   ->   054
282870   <-   036
283295   ->   068
283635   <-   048
283975   <-   040
284360   ->   060
285110   <-   038
285515   ->   068
285915   <-   048
286645   ->   071
286985   <-   043
287325   <-   040
287670   ->   077
288055   <-   044
288395   <-   041
288775   ->   072
289115   <-   047
289800   ->   052
290315   <-   041
291105   ->   070
291445   <-   045
293615   ->   038
295985   <-   063
296665   ->   046


SEQUÊNCIA 07
============

TEMPO   DIR   KMH
-----   ---   ---
312505   <-   062
313225   ->   040
313695   <-   049
314425   ->   041
314870   <-   069
315510   ->   046
315865   <-   048
317515   <-   057
318282   ->   043
323235   ->   045
323805   <-   040
324470   ->   060
325175   <-   042
325600   ->   065


SEQUÊNCIA 08
============

TEMPO   DIR   KMH
-----   ---   ---
342175   <-   055
342685   ->   038
343535   <-   044
344265   ->   042
345306   ->   045
345740   <-   057
346465   ->   046
346785   <-   066
347255   ->   042
347935   <-   063
349215   <-   066
349770   ->   047
350155   <-   062
350860   ->   046
351195   <-   061
351905   ->   041
352370   <-   066
353012   ->   044
353355   <-   043
354185   ->   041
354585   <-   061
355915   <-   065
356340   ->   038
357705   ->   036
358305   <-   041
360565   ->   063
360945   <-   041
361717   ->   061
362100   <-   044
362785   ->   063


SEQUÊNCIA 09
============

TEMPO   DIR   KMH
-----   ---   ---
379865   <-   073
380515   ->   048
380915   <-   066
381515   ->   042


SEQUÊNCIA 10
============

TEMPO   DIR   KMH
-----   ---   ---
397620   <-   064
398215   ->   047
398685   <-   070
399365   ->   042
400347   ->   048
400815   <-   071
401160   ->   048
401740   <-   073
402380   ->   046
402720   <-   054
403230   ->   040
403955   <-   078
404595   ->   043
405065   <-   064
405705   ->   046
406085   <-   066
406725   ->   047
407030   <-   070
407705   ->   044
408005   <-   073
408715   ->   043
409225   <-   047
409775   ->   045
410380   <-   035
411275   ->   064
411660   <-   041
412040   <-   038
412425   ->   067
412765   <-   050
413465   ->   065
413855   <-   045
414515   ->   062
414965   <-   043
415645   ->   064
416030   <-   041
416795   ->   064
417165   <-   049
417885   ->   067
418230   <-   045
418955   ->   065
419335   <-   043
419980   ->   070
420405   <-   047
421025   ->   066
421445   <-   041
423085   <-   055
423860   ->   042
424970   ->   043
425355   <-   063
425995   ->   041
426465   <-   063
427085   ->   045
427545   <-   069
428150   ->   043
428620   <-   071
429010   ->   046
429665   <-   075
430085   ->   044
431535   ->   066
431880   <-   049
432566   ->   037
435210   <-   035
436000   ->   039
436620   <-   049
437235   ->   038
437960   <-   067
438390   ->   048
438985   <-   068
439625   ->   047
439945   <-   070
440630   ->   042
441005   <-   064
441515   ->   045
442905   ->   063
443360   <-   042
444085   ->   068


SEQUÊNCIA 11
============

TEMPO   DIR   KMH
-----   ---   ---
471795   ->   062
472175   <-   046
472565   <-   038
472905   ->   062
474230   ->   058
474695   <-   047
475380   ->   066
475765   <-   038
476490   ->   069


SEQUÊNCIA 12
