Data:          2021-10-03_12_48_38
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      21
Quedas:        7

mister:        08106 pontos / 099 golpes / 63.85 km/h
bruno:         07178 pontos / 098 golpes / 60.50 km/h

Parcial:       15284 pontos
Desequilibrio: 00000 (-)
Quedas:        00918 (-)

FINAL:         14366 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
005713   <-   055
006353   ->   048
007045   <-   062
007475   ->   047
008022   <-   066
008435   ->   047
009013   <-   067
009331   ->   049
009771   <-   065
010123   ->   040
010601   <-   064
010966   ->   048
011336   <-   063
011731   ->   047
012295   <-   054
012894   ->   035
014917   <-   058
015535   ->   045
016218   <-   059
016577   ->   041
018009   ->   040
018560   <-   042
019180   ->   039
019859   <-   063
020287   ->   042
020885   <-   047
021478   ->   047
022170   <-   058
022590   ->   044
023163   <-   061
023676   ->   039
024192   <-   036
025019   ->   043
025617   <-   060
026085   ->   036
026809   <-   042
027389   ->   041
028068   <-   064
028452   ->   048
029092   <-   065
029519   ->   046
030288   <-   052


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
039053   <-   056
039585   ->   044
040227   <-   060
040695   ->   050
041249   <-   064
041764   ->   043
042359   <-   045
042999   ->   045
043618   <-   061
044107   ->   050
044641   <-   066
045153   ->   045
045750   <-   066


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
062944   ->   046
063456   <-   045
064053   ->   069
064649   <-   039
065205   ->   043
066485   ->   069
066849   <-   051
067468   ->   059
067853   <-   044
068489   ->   070
069068   <-   043
069408   ->   070
069790   <-   047
070497   ->   070
070881   <-   051
071499   ->   062
071948   <-   053
072498   ->   064
072950   <-   048
073632   ->   057
074293   <-   037
074742   ->   071
075126   <-   038
075787   ->   073
076168   <-   044
076868   ->   069
077260   <-   041
077899   ->   074
078560   <-   035
079029   ->   074
079369   <-   044
079968   ->   075
080437   <-   040
081035   ->   074
