Data:          2021-10-03_13_38_51
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      1
Quedas:        15

manga:         10720 pontos / 100 golpes / 72.95 km/h
bida:          09990 pontos / 123 golpes / 63.28 km/h

Parcial:       20710 pontos
Desequilibrio: 00000 (-)
Quedas:        06213 (-)

FINAL:         14497 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
439310   <-   079
439736   ->   048
440226   <-   073
440606   ->   042
441206   <-   070
441636   ->   046
442106   <-   072
442531   ->   046
443086   <-   076
443471   ->   045
444066   <-   067
444536   ->   046
445025   <-   072
445455   ->   045
445965   <-   083
446386   ->   047
446835   <-   054
447396   ->   040
448056   <-   076
448526   ->   044
450021   ->   041
450486   <-   072
450955   ->   043
451506   <-   076
451976   ->   044
452516   <-   077
452936   ->   038
454386   ->   035
454946   <-   080
455326   ->   042


SEQUÊNCIA 13
============

TEMPO   DIR   KMH
-----   ---   ---
465616   <-   047
466246   ->   047
466956   <-   041
467656   ->   056
468085   <-   048
468936   ->   037
469705   <-   045
470346   ->   079
470726   <-   047
471418   ->   073
471835   <-   049
472356   ->   077
472780   <-   050
473381   ->   076
473806   <-   052
474396   ->   082
474831   <-   050
475596   ->   049
476111   <-   037
476922   ->   045
478455   ->   076
478876   <-   046
479566   ->   063
480036   <-   049
484515   ->   072


SEQUÊNCIA 14
============

TEMPO   DIR   KMH
-----   ---   ---
497191   ->   047
497676   <-   073
498191   ->   037
498701   <-   071
499166   ->   049
499640   <-   069
500066   ->   047
500581   <-   075
501030   ->   048
501496   <-   077
502051   ->   040
502521   <-   069
502946   ->   048
503415   <-   066
503931   ->   047


SEQUÊNCIA 15
============

TEMPO   DIR   KMH
-----   ---   ---
515321   <-   070
515856   ->   045
516276   <-   074
518305   <-   073
518796   ->   036
519396   <-   039
520155   ->   037
520675   <-   036
521486   ->   065
521871   <-   052
522447   ->   074
522865   <-   053
523471   ->   044
524956   ->   077
525391   <-   050
526025   ->   082
526416   <-   046
527156   ->   057
527666   <-   047
528356   ->   080
528776   <-   037
529760   ->   064
530146   <-   040
531126   ->   080
531506   <-   044
532236   ->   085
532621   <-   048
533326   ->   083
535586   <-   037
536306   ->   042
536866   <-   063
537375   ->   044
537886   <-   067
538358   ->   041
539001   <-   054
539576   ->   048
540259   <-   036
541091   ->   076
541561   <-   047
542201   ->   067
542586   <-   037
543396   ->   057
543866   <-   039
546676   ->   039
547320   <-   073
550506   ->   040
552116   ->   036
552676   <-   041
553401   ->   082
553826   <-   045
554636   ->   048
556106   ->   082
556576   <-   038
557346   ->   039
559886   <-   070
560306   ->   045
560826   <-   041
565496   ->   077
565916   <-   049
568546   ->   087


SEQUÊNCIA 16
============

TEMPO   DIR   KMH
-----   ---   ---
591986   ->   075
592546   <-   047
593101   ->   045
593701   <-   047
594256   ->   081
594636   <-   050
595236   ->   074
595661   <-   052
596296   ->   080
596641   <-   053
597196   ->   088
597586   <-   048
598216   ->   067
598776   <-   048
599326   ->   045
599926   <-   039
600741   ->   080
601116   <-   044



