Data:          2021-10-02_17_13_21
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      0
Quedas:        11

temir:         11584 pontos / 159 golpes / 61.12 km/h
andre:         14387 pontos / 144 golpes / 70.20 km/h

Parcial:       25971 pontos
Desequilibrio: 00000 (-)
Quedas:        04675 (-)

FINAL:         21296 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
116305   <-   051
116860   ->   052
117390   <-   061
117905   ->   053
118460   <-   073
118885   ->   053
119460   <-   075
119805   ->   053
120465   <-   050
121190   ->   047
121700   <-   073
122130   ->   055
122660   <-   044
123495   ->   049
124000   <-   074
124435   ->   050
125055   <-   076
125420   ->   053
126140   <-   071
126440   ->   049
127080   <-   040
127820   ->   047
128460   <-   064
128970   ->   047
129620   <-   074
130770   <-   059
131515   ->   052
132110   <-   070
132562   ->   055
133110   <-   070
133670   ->   040
134180   <-   039
134950   ->   050
135464   <-   079
135890   ->   047
136570   <-   071
137040   ->   044
138470   ->   039
139170   <-   039
139900   ->   048


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
155730   ->   052
156305   <-   062
156860   ->   056
157370   <-   041
158220   ->   053
159230   ->   051
159700   <-   042
161080   <-   082
162530   ->   050
163094   <-   039
163900   ->   046
164470   <-   080
164905   ->   056
165500   <-   077
165925   ->   050


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
172540   ->   054
173225   <-   051
174415   <-   067
174800   ->   054
175506   <-   059
176230   ->   043
176530   <-   040
177300   ->   067
177705   <-   047
178360   ->   049
178875   <-   040
179645   ->   080
179965   <-   048
180620   ->   070
181010   <-   047
181710   ->   070
182055   <-   058
182740   ->   050
183375   <-   044
184060   ->   071
184400   <-   041
185120   ->   070
185470   <-   047
186080   ->   076
186470   <-   043
187190   ->   074
187540   <-   050
188130   ->   072
188520   <-   047
189245   ->   073
189800   <-   037
190440   ->   077
190780   <-   043
191670   ->   050
192275   <-   045
193125   ->   044
193680   <-   072
194065   ->   053
194700   <-   069
195150   ->   048
195795   <-   076
196220   ->   048
196860   <-   071
197295   ->   047
197905   <-   042
198610   ->   044
199270   <-   065
199785   ->   045


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
212070   ->   050
212280   <-   060
212795   ->   051
213500   <-   059
213885   ->   060
214541   <-   055
215975   <-   070
216275   ->   055
216895   <-   064
