Data:          2021-10-02_15_39_14
Versão:        v4.0.2 / dupla / radar / 300s

Descanso:      4
Quedas:        10

soro:          08986 pontos / 113 golpes / 62.96 km/h
geraldo:       09637 pontos / 145 golpes / 57.40 km/h

Parcial:       18623 pontos
Desequilibrio: 00000 (-)
Quedas:        02794 (-)

FINAL:         15829 pontos

SEQUÊNCIA 01
============

TEMPO   DIR   KMH
-----   ---   ---
003999   ->   045
004589   <-   048
005189   ->   063
005599   <-   053
006154   ->   062
006579   <-   054
007109   ->   056
007599   <-   054
008159   ->   066
008544   <-   054
009099   ->   062
009479   <-   044
010119   ->   054
010594   <-   054
011149   ->   066
011509   <-   056
012025   ->   060
012494   <-   050
013130   ->   036
013749   <-   049
015009   <-   044
015689   ->   037
016309   <-   040
017049   ->   072
017399   <-   052
018035   ->   044
018569   <-   046
019189   ->   072
019574   <-   049
020149   ->   062
020569   <-   054
021129   ->   066
021514   <-   044
022199   ->   071
022579   <-   040
024199   <-   043
024844   ->   073
025199   <-   056
025759   ->   054
026209   <-   054
026764   ->   069
027139   <-   049
028554   <-   048
029154   ->   062
029579   <-   046
030219   ->   061
030604   <-   043
034274   <-   057
034869   ->   035
035554   <-   060
036789   <-   048
038162   <-   070
038559   ->   041
039199   <-   052
039789   ->   036
040439   <-   057
041674   <-   050
042949   <-   049
043489   ->   037
044169   <-   068
044639   ->   039
045244   <-   054
045799   ->   036
046429   <-   074
046859   ->   037
047459   <-   047
048759   <-   066
049219   ->   035
049843   <-   056
051679   <-   044
053089   <-   059
053559   ->   036
054154   <-   049
054749   ->   055
055179   <-   050
056629   <-   072
057099   ->   041
057609   <-   048
058909   <-   064
059459   ->   039
059979   <-   055
060569   ->   040
061129   <-   055
061729   ->   038
062329   <-   072
063434   <-   063
063929   ->   036
064629   <-   046
065309   ->   065
065694   <-   048
066294   ->   035
066973   <-   040
067639   ->   070
068019   <-   050
068619   ->   068
068959   <-   051
069509   ->   049
070839   ->   038
071429   <-   043
072074   ->   074
072409   <-   053
072968   ->   062
073354   <-   047
073949   ->   038
074669   <-   045
075274   ->   072
075609   <-   056
076129   ->   063
076549   <-   047
077149   ->   042
077789   <-   047
078389   ->   072
080759   <-   042
082249   <-   068
082759   ->   037
083359   <-   062
084509   <-   066
085024   ->   039
085534   <-   055
086774   <-   060
087329   ->   037
090349   <-   039
090614   ->   043
091379   <-   035
092913   <-   057
094129   <-   052
095469   <-   068
095939   ->   040
096459   <-   048
097993   <-   065
098548   ->   037
099188   <-   061
099609   ->   039
100339   <-   050
100889   ->   035
101599   <-   067
102069   ->   035
102689   <-   046
103329   ->   036
103969   <-   064
105314   <-   037
105993   ->   063
106421   <-   038
107809   <-   043
108449   ->   063
108874   <-   047
110109   <-   048
110729   ->   058
111113   <-   051
112389   <-   038
113119   ->   072
113459   <-   053
113929   ->   041
114569   <-   042
118474   <-   045
119923   <-   056
121249   <-   057


SEQUÊNCIA 02
============

TEMPO   DIR   KMH
-----   ---   ---
138568   <-   058
139146   ->   036
139779   <-   056
141051   <-   067
141429   ->   038
142069   <-   063
142584   ->   035
143308   <-   063
143769   ->   037
144459   <-   069
144879   ->   037
145539   <-   066
145968   ->   040
146479   <-   055
147039   ->   037
147634   <-   064
148189   ->   038
148789   <-   070
149324   ->   038
149834   <-   060
150429   ->   036
150979   <-   060
152109   <-   046
152755   ->   067
153138   <-   036
153859   ->   066
154248   <-   038
155044   ->   051
155459   <-   046
156099   ->   045
156659   <-   045
157188   ->   079
157579   <-   050
158149   ->   055
158579   <-   050
159129   ->   072
159449   <-   054
160989   <-   043
161629   ->   067
161994   <-   042
163398   <-   044
164043   ->   074


SEQUÊNCIA 03
============

TEMPO   DIR   KMH
-----   ---   ---
177608   <-   047
178969   <-   057
180169   <-   055
180769   ->   035
181359   <-   065
181789   ->   039
182389   <-   058
183559   <-   067
184069   ->   037
184587   <-   065
185739   <-   051
186998   <-   064
187509   ->   039
187934   <-   052
189208   <-   076


SEQUÊNCIA 04
============

TEMPO   DIR   KMH
-----   ---   ---
200054   <-   045
200728   ->   058
201139   <-   042
201739   ->   039
203169   ->   036
203849   <-   048
205108   <-   045
205706   ->   062
206134   <-   040


SEQUÊNCIA 05
============

TEMPO   DIR   KMH
-----   ---   ---
218553   <-   051
219123   ->   067
219458   <-   051
220104   ->   046
220704   <-   051
221239   ->   067
221623   <-   048


SEQUÊNCIA 06
============

TEMPO   DIR   KMH
-----   ---   ---
234314   ->   053
234763   <-   052
235359   ->   057
235779   <-   047
236384   ->   069
236832   <-   048
237383   ->   052
238069   <-   038
238494   ->   037
239049   <-   045
239668   ->   071
240009   <-   053
240558   ->   054
241014   <-   055
241568   ->   067
241948   <-   041


SEQUÊNCIA 07
============

TEMPO   DIR   KMH
-----   ---   ---
252384   ->   066
252769   <-   047
253408   ->   060
253808   <-   054
254319   ->   037
254944   <-   051
255499   ->   070
255839   <-   044
256499   ->   045
257068   <-   055
257589   ->   067
257968   <-   047
258569   ->   056
259038   <-   053
259593   ->   067
259958   <-   053
260513   ->   059
260938   <-   052
261493   ->   066
261868   <-   052
262434   ->   062
262858   <-   050
264218   <-   051
264863   ->   050
265333   <-   039
266033   ->   048
266569   <-   051
267169   ->   063
267528   <-   057
268098   ->   059
268533   <-   052
269129   ->   045
269684   <-   045
270303   ->   061
270729   <-   059
271264   ->   049
271754   <-   042
272434   ->   063
272818   <-   061
273289   ->   053
273804   <-   055
274313   ->   057
274763   <-   055
275269   ->   062
275698   <-   052
276248   ->   067
276658   <-   045
277259   ->   035
277938   <-   060
278468   ->   054
278964   <-   052
279519   ->   066
